#Query ID	#Subject	#Subject accession	#Subject Taxonomy ID	#Identity percentage	#Coverage	#evalue	#bitscore	#Source	#Taxonomy
Otu0795	Nummulites_venosus_Otu031	Nummulites_venosus_Otu031	N/A	91.615	100	3.78e-132	460	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0796	Haynesina_germanica_18209	Haynesina_germanica_18209	N/A	97.523	100	9.53e-159	547	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0797	Stainforthia_sp._17321	Stainforthia_sp._17321	N/A	95.342	99	1.97e-148	514	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0798	Borelis_schlumbergeri_NBCLAB3737	Borelis_schlumbergeri_NBCLAB3737	N/A	88.924	98	4.91e-118	413	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0799	Nummulites_venosus_Otu043	Nummulites_venosus_Otu043	N/A	77.019	99	1.25e-68	248	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0800	Discanomalina_coronata_18034	Discanomalina_coronata_18034	N/A	95.611	99	1.97e-148	513	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0801	Borelis_schlumbergeri_NBCLAB3737	Borelis_schlumbergeri_NBCLAB3737	N/A	97.196	100	4.90e-156	539	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0802	Cyrea_szymborska_17247	Cyrea_szymborska_17247	N/A	94.737	94	1.72e-136	474	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0803	Nummulites_venosus_Otu043	Nummulites_venosus_Otu043	N/A	78.221	99	6.36e-66	240	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0804	Trifarina_earlandi_&_Uvigerina_bifurcata	Trifarina_earlandi_&_Uvigerina_bifurcata	N/A	94.427	100	3.55e-145	502	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0805	Nummulites_venosus_Otu031	Nummulites_venosus_Otu031	N/A	92.236	99	8.93e-134	465	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0806	Eggerelloides_scabrum_12301	Eggerelloides_scabrum_12301	N/A	93.189	100	9.53e-140	484	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0807	Nummulites_venosus_Otu031	Nummulites_venosus_Otu031	N/A	93.189	100	1.41e-137	478	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0808	Eggerelloides_scabrum_12301	Eggerelloides_scabrum_12301	N/A	90.881	98	2.92e-127	444	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0809	Peneroplis_sp1	Peneroplis_sp1	N/A	94.081	100	1.83e-142	494	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0810	Haynesina_germanica_18209	Haynesina_germanica_18209	N/A	91.925	99	8.93e-134	464	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0811	Cyrea_szymborska_17247	Cyrea_szymborska_17247	N/A	98.058	96	8.92e-153	528	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0812	Nummulites_venosus_Otu026	Nummulites_venosus_Otu026	N/A	76.947	99	4.34e-68	246	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0813	Borelis_schlumbergeri_NBCLAB3737	Borelis_schlumbergeri_NBCLAB3737	N/A	93.458	100	9.47e-140	485	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0814	Nummulites_venosus_Otu043	Nummulites_venosus_Otu043	N/A	80.189	98	2.11e-78	280	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0815	Rosalina_sp._17595	Rosalina_sp._17595	N/A	98.452	100	1.51e-162	561	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0816	Nummulites_venosus_Otu043	Nummulites_venosus_Otu043	N/A	75.077	99	2.57e-58	214	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0817	Oridorsalis_umbonatus_18653	Oridorsalis_umbonatus_18653	N/A	98.452	100	1.51e-162	561	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0818	Trifarina_earlandi_&_Uvigerina_bifurcata	Trifarina_earlandi_&_Uvigerina_bifurcata	N/A	93.789	99	6.42e-142	491	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0819	Entzia_macrescens_13533	Entzia_macrescens_13533	N/A	78.065	96	5.15e-67	242	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0820	Stainforthia_sp._17321	Stainforthia_sp._17321	N/A	97.214	100	4.05e-157	543	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0821	Nummulites_venosus_Otu031	Nummulites_venosus_Otu031	N/A	91.900	100	3.10e-133	462	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0822	Cribrostomoides_sp._17496	Cribrostomoides_sp._17496	N/A	79.421	96	6.88e-72	259	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0823	Entzia_macrescens_13533	Entzia_macrescens_13533	N/A	76.375	96	1.17e-62	229	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0824	Nummulites_venosus_Otu031	Nummulites_venosus_Otu031	N/A	86.068	100	3.56e-107	377	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0825	Nummulites_venosus_Otu043	Nummulites_venosus_Otu043	N/A	91.950	100	2.56e-134	466	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0826	Cyrea_szymborska_17247	Cyrea_szymborska_17247	N/A	97.068	95	2.39e-147	510	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0827	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	N/A	81.115	100	1.51e-86	308	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0828	Textularia_gramen_13633	Textularia_gramen_13633	N/A	96.129	96	2.92e-146	506	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0830	Nummulites_venosus_Otu031	Nummulites_venosus_Otu031	N/A	93.168	99	4.05e-138	479	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0831	Cyrea_szymborska_17247	Cyrea_szymborska_17247	N/A	98.065	96	2.56e-153	530	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0832	Borelis_schlumbergeri_NBCLAB3737	Borelis_schlumbergeri_NBCLAB3737	N/A	93.458	100	9.47e-140	485	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0833	Borelis_schlumbergeri_NBCLAB3737	Borelis_schlumbergeri_NBCLAB3737	N/A	92.835	100	4.91e-137	476	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0834	Nummulites_venosus_Otu031	Nummulites_venosus_Otu031	N/A	94.737	100	3.55e-145	503	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0835	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	N/A	81.481	99	2.25e-84	300	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0836	Trifarina_earlandi_&_Uvigerina_bifurcata	Trifarina_earlandi_&_Uvigerina_bifurcata	N/A	91.950	100	2.56e-134	466	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0837	Entzia_macrescens_13533	Entzia_macrescens_13533	N/A	88.449	94	5.64e-111	389	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0838	Trifarina_earlandi_&_Uvigerina_bifurcata	Trifarina_earlandi_&_Uvigerina_bifurcata	N/A	95.342	99	1.97e-148	514	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0839	Nummulites_venosus_Otu031	Nummulites_venosus_Otu031	N/A	82.759	98	3.55e-88	314	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0841	Stainforthia_sp._17321	Stainforthia_sp._17321	N/A	95.666	100	1.32e-150	520	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0842	Haynesina_germanica_18209	Haynesina_germanica_18209	N/A	96.904	100	4.93e-156	538	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0843	Eggerelloides_scabrum_12301	Eggerelloides_scabrum_12301	N/A	92.879	100	4.05e-138	480	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0844	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	N/A	98.762	100	3.55e-164	565	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0845	Nummulites_venosus_Otu031	Nummulites_venosus_Otu031	N/A	90.712	100	1.02e-126	441	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0846	Micrometula_sp._17554	Micrometula_sp._17554	N/A	84.211	94	3.80e-94	333	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0847	Cyrea_szymborska_17247	Cyrea_szymborska_17247	N/A	97.097	96	1.61e-149	517	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0848	Cyrea_szymborska_17247	Cyrea_szymborska_17247	N/A	99.351	96	9.46e-159	547	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0849	Stainforthia_sp._17321	Stainforthia_sp._17321	N/A	96.904	100	4.93e-156	538	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0850	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	N/A	92.236	99	7.33e-135	469	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0851	Nummulites_venosus_Otu031	Nummulites_venosus_Otu031	N/A	93.789	99	7.83e-141	488	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0852	Lacogromia_cassipara_18990	Lacogromia_cassipara_18990	N/A	89.783	100	1.51e-124	434	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0853	Nummulites_venosus_Otu031	Nummulites_venosus_Otu031	N/A	90.343	100	3.53e-126	440	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0854	Borelis_schlumbergeri_NBCLAB3737	Borelis_schlumbergeri_NBCLAB3737	N/A	96.573	100	2.54e-153	530	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0855	Nummulites_venosus_Otu031	Nummulites_venosus_Otu031	N/A	93.711	98	1.41e-137	477	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0856	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	N/A	86.335	99	2.40e-109	383	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0857	Rosalina_sp._17595	Rosalina_sp._17595	N/A	97.214	100	4.05e-157	543	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0859	Rosalina_sp._17595	Rosalina_sp._17595	N/A	99.057	98	1.51e-162	561	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0860	Rosalina_sp._17595	Rosalina_sp._17595	N/A	97.214	100	4.05e-157	543	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0861	Eggerelloides_scabrum_12301	Eggerelloides_scabrum_12301	N/A	96.904	100	4.93e-156	538	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0862	Cyrea_szymborska_17247	Cyrea_szymborska_17247	N/A	97.712	95	1.32e-150	521	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0863	Lacogromia_cassipara_18990	Lacogromia_cassipara_18990	N/A	91.022	100	5.64e-130	453	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0864	Borelis_schlumbergeri_NBCLAB3737	Borelis_schlumbergeri_NBCLAB3737	N/A	96.573	100	2.54e-153	530	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0865	Nummulites_venosus_Otu031	Nummulites_venosus_Otu031	N/A	93.789	99	7.83e-141	488	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0866	Nummulites_venosus_Otu031	Nummulites_venosus_Otu031	N/A	93.478	99	3.33e-139	483	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0867	Entzia_macrescens_13533	Entzia_macrescens_13533	N/A	85.806	96	2.70e-102	361	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0868	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	N/A	75.251	92	5.66e-54	199	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0869	Eggerelloides_scabrum_12301	Eggerelloides_scabrum_12301	N/A	86.687	100	5.64e-111	389	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0870	Cyrea_szymborska_17247	Cyrea_szymborska_17247	N/A	94.156	96	4.91e-137	475	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0871	Nummulites_venosus_Otu031	Nummulites_venosus_Otu031	N/A	91.798	98	5.60e-130	452	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0872	Lacogromia_cassipara_18990	Lacogromia_cassipara_18990	N/A	76.471	100	1.85e-66	241	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0873	Entzia_macrescens_13533	Entzia_macrescens_13533	N/A	79.153	95	4.64e-74	266	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0874	Haynesina_germanica_18209	Haynesina_germanica_18209	N/A	98.762	100	3.55e-164	565	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
